   Time             I(L0)             VC                V0                d               
 1.096200000E-002  3.369730183E+001  2.222222220E-001  4.846433876E+001  2.232842787E-001 
 1.096300000E-002  3.429309346E+001  2.222222220E-001  4.847327641E+001  2.233233742E-001 
 1.096400000E-002  3.488872819E+001  2.222222220E-001  4.855730410E+001  2.233485395E-001 
 1.096500000E-002  3.548396395E+001  2.222222220E-001  4.870969050E+001  2.233551002E-001 
 1.096600000E-002  3.607858042E+001  2.222222220E-001  4.892427507E+001  2.233435426E-001 
 1.096700000E-002  3.667237721E+001  2.222222220E-001  4.919541982E+001  2.233143177E-001 
 1.096800000E-002  3.726517213E+001  2.222222220E-001  4.951796515E+001  2.232678438E-001 
 1.096900000E-002  3.780255861E+001  2.222222220E-001  4.989804437E+001  2.232045091E-001 
 1.097000000E-002  3.763327447E+001  2.222222220E-001  5.024006338E+001  2.231220055E-001 
 1.097100000E-002  3.746320132E+001  2.222222220E-001  5.054327275E+001  2.230429450E-001 
 1.097200000E-002  3.729218713E+001  2.222222220E-001  5.079771903E+001  2.229681044E-001 
 1.097300000E-002  3.712038933E+001  2.222222220E-001  5.100764068E+001  2.229005355E-001 
 1.097400000E-002  3.694795164E+001  2.222222220E-001  5.117691738E+001  2.228399551E-001 
 1.097500000E-002  3.677500524E+001  2.222222220E-001  5.130910035E+001  2.227861021E-001 
 1.097600000E-002  3.660166984E+001  2.222222220E-001  5.140744013E+001  2.227387359E-001 
 1.097700000E-002  3.642805464E+001  2.222222220E-001  5.147491201E+001  2.226976346E-001 
 1.097800000E-002  3.625425922E+001  2.222222220E-001  5.151423921E+001  2.226625933E-001 
 1.097900000E-002  3.608037437E+001  2.222222220E-001  5.152791429E+001  2.226334229E-001 
 1.098000000E-002  3.590648280E+001  2.222222220E-001  5.151821857E+001  2.226099486E-001 
 1.098100000E-002  3.573265988E+001  2.222222220E-001  5.148724002E+001  2.225920085E-001 
 1.098200000E-002  3.555897421E+001  2.222222220E-001  5.143688959E+001  2.225794530E-001 
 1.098300000E-002  3.538548822E+001  2.222222220E-001  5.136891615E+001  2.225721435E-001 
 1.098400000E-002  3.521225868E+001  2.222222220E-001  5.128492025E+001  2.225699515E-001 
 1.098500000E-002  3.503933719E+001  2.222222220E-001  5.118636659E+001  2.225727577E-001 
 1.098600000E-002  3.486677064E+001  2.222222220E-001  5.107459555E+001  2.225804513E-001 
 1.098700000E-002  3.469460155E+001  2.222222220E-001  5.095083367E+001  2.225929293E-001 
 1.098800000E-002  3.452286851E+001  2.222222220E-001  5.081620329E+001  2.226100958E-001 
 1.098900000E-002  3.435160646E+001  2.222222220E-001  5.067173134E+001  2.226318615E-001 
 1.099000000E-002  3.418084703E+001  2.222222220E-001  5.051835744E+001  2.226581430E-001 
 1.099100000E-002  3.401061881E+001  2.222222220E-001  5.035694123E+001  2.226888624E-001 
 1.099200000E-002  3.384094762E+001  2.222222220E-001  5.018826918E+001  2.227239470E-001 
 1.099300000E-002  3.367185674E+001  2.222222220E-001  5.001306074E+001  2.227633285E-001 
 1.099400000E-002  3.350336711E+001  2.222222220E-001  4.983197405E+001  2.228069428E-001 
 1.099500000E-002  3.333549756E+001  2.222222220E-001  4.964561106E+001  2.228547301E-001 
 1.099600000E-002  3.316826496E+001  2.222222220E-001  4.945452234E+001  2.229066336E-001 
 1.099700000E-002  3.300168442E+001  2.222222220E-001  4.925921139E+001  2.229626002E-001 
 1.099800000E-002  3.283576940E+001  2.222222220E-001  4.906013865E+001  2.230225795E-001 
 1.099900000E-002  3.267053190E+001  2.222222220E-001  4.885772510E+001  2.230865241E-001 
 1.100000000E-002  3.250598254E+001  2.222222220E-001  4.865235563E+001  2.231543891E-001 
 1.100100000E-002  3.310152073E+001  2.222222220E-001  4.851527220E+001  2.232261317E-001 
 1.100200000E-002  3.369730183E+001  2.222222220E-001  4.846433876E+001  2.232842787E-001 
 1.100300000E-002  3.429309346E+001  2.222222220E-001  4.847327641E+001  2.233233742E-001 
 1.100400000E-002  3.488872819E+001  2.222222220E-001  4.855730410E+001  2.233485395E-001 
 1.100500000E-002  3.548396395E+001  2.222222220E-001  4.870969050E+001  2.233551002E-001 
 1.100600000E-002  3.607858042E+001  2.222222220E-001  4.892427507E+001  2.233435426E-001 
 1.100700000E-002  3.667237721E+001  2.222222220E-001  4.919541982E+001  2.233143177E-001 
 1.100800000E-002  3.726517213E+001  2.222222220E-001  4.951796515E+001  2.232678438E-001 
 1.100900000E-002  3.780255861E+001  2.222222220E-001  4.989804437E+001  2.232045091E-001 
 1.101000000E-002  3.763327447E+001  2.222222220E-001  5.024006338E+001  2.231220055E-001 
 1.101100000E-002  3.746320132E+001  2.222222220E-001  5.054327275E+001  2.230429450E-001 
 1.101200000E-002  3.729218713E+001  2.222222220E-001  5.079771903E+001  2.229681044E-001 
 1.101300000E-002  3.712038933E+001  2.222222220E-001  5.100764068E+001  2.229005355E-001 
 1.101400000E-002  3.694795164E+001  2.222222220E-001  5.117691738E+001  2.228399551E-001 
 1.101500000E-002  3.677500524E+001  2.222222220E-001  5.130910035E+001  2.227861021E-001 
 1.101600000E-002  3.660166984E+001  2.222222220E-001  5.140744013E+001  2.227387359E-001 
 1.101700000E-002  3.642805464E+001  2.222222220E-001  5.147491200E+001  2.226976346E-001 
 1.101800000E-002  3.625425922E+001  2.222222220E-001  5.151423921E+001  2.226625933E-001 
 1.101900000E-002  3.608037437E+001  2.222222220E-001  5.152791429E+001  2.226334229E-001 
 1.102000000E-002  3.590648280E+001  2.222222220E-001  5.151821857E+001  2.226099486E-001 
 1.102100000E-002  3.573265988E+001  2.222222220E-001  5.148724002E+001  2.225920085E-001 
 1.102200000E-002  3.555897421E+001  2.222222220E-001  5.143688959E+001  2.225794530E-001 
 1.102300000E-002  3.538548822E+001  2.222222220E-001  5.136891615E+001  2.225721435E-001 
 1.102400000E-002  3.521225868E+001  2.222222220E-001  5.128492025E+001  2.225699515E-001 
 1.102500000E-002  3.503933719E+001  2.222222220E-001  5.118636659E+001  2.225727577E-001 
 1.102600000E-002  3.486677064E+001  2.222222220E-001  5.107459555E+001  2.225804513E-001 
 1.102700000E-002  3.469460155E+001  2.222222220E-001  5.095083367E+001  2.225929293E-001 
 1.102800000E-002  3.452286851E+001  2.222222220E-001  5.081620329E+001  2.226100958E-001 
 1.102900000E-002  3.435160646E+001  2.222222220E-001  5.067173134E+001  2.226318615E-001 
 1.103000000E-002  3.418084703E+001  2.222222220E-001  5.051835744E+001  2.226581430E-001 
 1.103100000E-002  3.401061881E+001  2.222222220E-001  5.035694123E+001  2.226888624E-001 
 1.103200000E-002  3.384094762E+001  2.222222220E-001  5.018826918E+001  2.227239470E-001 
 1.103300000E-002  3.367185674E+001  2.222222220E-001  5.001306074E+001  2.227633284E-001 
 1.103400000E-002  3.350336711E+001  2.222222220E-001  4.983197405E+001  2.228069428E-001 
 1.103500000E-002  3.333549756E+001  2.222222220E-001  4.964561106E+001  2.228547301E-001 
 1.103600000E-002  3.316826496E+001  2.222222220E-001  4.945452234E+001  2.229066336E-001 
 1.103700000E-002  3.300168442E+001  2.222222220E-001  4.925921139E+001  2.229626002E-001 
 1.103800000E-002  3.283576940E+001  2.222222220E-001  4.906013865E+001  2.230225795E-001 
 1.103900000E-002  3.267053190E+001  2.222222220E-001  4.885772510E+001  2.230865241E-001 
 1.104000000E-002  3.250598254E+001  2.222222220E-001  4.865235563E+001  2.231543891E-001 
 1.104100000E-002  3.310152073E+001  2.222222220E-001  4.851527220E+001  2.232261317E-001 
 1.104200000E-002  3.369730183E+001  2.222222220E-001  4.846433876E+001  2.232842787E-001 
 1.104300000E-002  3.429309346E+001  2.222222220E-001  4.847327641E+001  2.233233742E-001 
 1.104400000E-002  3.488872819E+001  2.222222220E-001  4.855730410E+001  2.233485395E-001 
 1.104500000E-002  3.548396395E+001  2.222222220E-001  4.870969050E+001  2.233551002E-001 
 1.104600000E-002  3.607858042E+001  2.222222220E-001  4.892427507E+001  2.233435426E-001 
 1.104700000E-002  3.667237721E+001  2.222222220E-001  4.919541982E+001  2.233143177E-001 
 1.104800000E-002  3.726517213E+001  2.222222220E-001  4.951796515E+001  2.232678438E-001 
 1.104900000E-002  3.780255861E+001  2.222222220E-001  4.989804437E+001  2.232045091E-001 
 1.105000000E-002  3.763327447E+001  2.222222220E-001  5.024006338E+001  2.231220055E-001 
 1.105100000E-002  3.746320132E+001  2.222222220E-001  5.054327275E+001  2.230429450E-001 
 1.105200000E-002  3.729218713E+001  2.222222220E-001  5.079771903E+001  2.229681044E-001 
 1.105300000E-002  3.712038933E+001  2.222222220E-001  5.100764068E+001  2.229005355E-001 
 1.105400000E-002  3.694795164E+001  2.222222220E-001  5.117691738E+001  2.228399551E-001 
 1.105500000E-002  3.677500524E+001  2.222222220E-001  5.130910035E+001  2.227861021E-001 
 1.105600000E-002  3.660166984E+001  2.222222220E-001  5.140744013E+001  2.227387359E-001 
 1.105700000E-002  3.642805464E+001  2.222222220E-001  5.147491200E+001  2.226976346E-001 
 1.105800000E-002  3.625425922E+001  2.222222220E-001  5.151423921E+001  2.226625933E-001 
 1.105900000E-002  3.608037437E+001  2.222222220E-001  5.152791429E+001  2.226334229E-001 
 1.106000000E-002  3.590648280E+001  2.222222220E-001  5.151821857E+001  2.226099486E-001 
 1.106100000E-002  3.573265988E+001  2.222222220E-001  5.148724002E+001  2.225920085E-001 
 1.106200000E-002  3.555897421E+001  2.222222220E-001  5.143688959E+001  2.225794530E-001 
 1.106300000E-002  3.538548822E+001  2.222222220E-001  5.136891615E+001  2.225721435E-001 
 1.106400000E-002  3.521225868E+001  2.222222220E-001  5.128492025E+001  2.225699515E-001 
 1.106500000E-002  3.503933719E+001  2.222222220E-001  5.118636659E+001  2.225727577E-001 
 1.106600000E-002  3.486677064E+001  2.222222220E-001  5.107459555E+001  2.225804513E-001 
 1.106700000E-002  3.469460155E+001  2.222222220E-001  5.095083367E+001  2.225929293E-001 
 1.106800000E-002  3.452286851E+001  2.222222220E-001  5.081620329E+001  2.226100958E-001 
 1.106900000E-002  3.435160646E+001  2.222222220E-001  5.067173134E+001  2.226318615E-001 
 1.107000000E-002  3.418084703E+001  2.222222220E-001  5.051835744E+001  2.226581430E-001 
 1.107100000E-002  3.401061881E+001  2.222222220E-001  5.035694123E+001  2.226888624E-001 
 1.107200000E-002  3.384094762E+001  2.222222220E-001  5.018826918E+001  2.227239470E-001 
 1.107300000E-002  3.367185674E+001  2.222222220E-001  5.001306074E+001  2.227633284E-001 
 1.107400000E-002  3.350336711E+001  2.222222220E-001  4.983197405E+001  2.228069428E-001 
 1.107500000E-002  3.333549756E+001  2.222222220E-001  4.964561106E+001  2.228547301E-001 
 1.107600000E-002  3.316826496E+001  2.222222220E-001  4.945452234E+001  2.229066336E-001 
 1.107700000E-002  3.300168442E+001  2.222222220E-001  4.925921139E+001  2.229626002E-001 
 1.107800000E-002  3.283576940E+001  2.222222220E-001  4.906013865E+001  2.230225795E-001 
 1.107900000E-002  3.267053190E+001  2.222222220E-001  4.885772510E+001  2.230865241E-001 
 1.108000000E-002  3.250598254E+001  2.222222220E-001  4.865235563E+001  2.231543891E-001 
 1.108100000E-002  3.310152073E+001  2.222222220E-001  4.851527220E+001  2.232261317E-001 
 1.108200000E-002  3.369730183E+001  2.222222220E-001  4.846433876E+001  2.232842787E-001 
 1.108300000E-002  3.429309346E+001  2.222222220E-001  4.847327641E+001  2.233233742E-001 
 1.108400000E-002  3.488872819E+001  2.222222220E-001  4.855730410E+001  2.233485395E-001 
 1.108500000E-002  3.548396395E+001  2.222222220E-001  4.870969050E+001  2.233551002E-001 
 1.108600000E-002  3.607858042E+001  2.222222220E-001  4.892427507E+001  2.233435426E-001 
 1.108700000E-002  3.667237721E+001  2.222222220E-001  4.919541982E+001  2.233143177E-001 
 1.108800000E-002  3.726517213E+001  2.222222220E-001  4.951796515E+001  2.232678438E-001 
 1.108900000E-002  3.780255861E+001  2.222222220E-001  4.989804437E+001  2.232045091E-001 
 1.109000000E-002  3.763327447E+001  2.222222220E-001  5.024006338E+001  2.231220055E-001 
 1.109100000E-002  3.746320132E+001  2.222222220E-001  5.054327275E+001  2.230429450E-001 
 1.109200000E-002  3.729218713E+001  2.222222220E-001  5.079771903E+001  2.229681044E-001 
 1.109300000E-002  3.712038933E+001  2.222222220E-001  5.100764068E+001  2.229005355E-001 
 1.109400000E-002  3.694795164E+001  2.222222220E-001  5.117691738E+001  2.228399551E-001 
 1.109500000E-002  3.677500524E+001  2.222222220E-001  5.130910035E+001  2.227861021E-001 
 1.109600000E-002  3.660166984E+001  2.222222220E-001  5.140744013E+001  2.227387359E-001 
 1.109700000E-002  3.642805464E+001  2.222222220E-001  5.147491200E+001  2.226976346E-001 
 1.109800000E-002  3.625425922E+001  2.222222220E-001  5.151423921E+001  2.226625933E-001 
 1.109900000E-002  3.608037437E+001  2.222222220E-001  5.152791429E+001  2.226334229E-001 
 1.110000000E-002  3.590648280E+001  2.222222220E-001  5.151821857E+001  2.226099486E-001 
 1.110100000E-002  3.573265988E+001  2.222222220E-001  5.148724002E+001  2.225920085E-001 
 1.110200000E-002  3.555897421E+001  2.222222220E-001  5.143688959E+001  2.225794530E-001 
 1.110300000E-002  3.538548822E+001  2.222222220E-001  5.136891615E+001  2.225721435E-001 
 1.110400000E-002  3.521225868E+001  2.222222220E-001  5.128492025E+001  2.225699515E-001 
 1.110500000E-002  3.503933719E+001  2.222222220E-001  5.118636659E+001  2.225727577E-001 
 1.110600000E-002  3.486677064E+001  2.222222220E-001  5.107459555E+001  2.225804513E-001 
 1.110700000E-002  3.469460155E+001  2.222222220E-001  5.095083367E+001  2.225929293E-001 
 1.110800000E-002  3.452286851E+001  2.222222220E-001  5.081620329E+001  2.226100958E-001 
 1.110900000E-002  3.435160646E+001  2.222222220E-001  5.067173134E+001  2.226318615E-001 
 1.111000000E-002  3.418084703E+001  2.222222220E-001  5.051835744E+001  2.226581430E-001 
 1.111100000E-002  3.401061881E+001  2.222222220E-001  5.035694123E+001  2.226888624E-001 
 1.111200000E-002  3.384094762E+001  2.222222220E-001  5.018826918E+001  2.227239470E-001 
 1.111300000E-002  3.367185674E+001  2.222222220E-001  5.001306074E+001  2.227633284E-001 
 1.111400000E-002  3.350336711E+001  2.222222220E-001  4.983197405E+001  2.228069428E-001 
 1.111500000E-002  3.333549756E+001  2.222222220E-001  4.964561106E+001  2.228547301E-001 
 1.111600000E-002  3.316826496E+001  2.222222220E-001  4.945452234E+001  2.229066336E-001 
 1.111700000E-002  3.300168442E+001  2.222222220E-001  4.925921139E+001  2.229626002E-001 
 1.111800000E-002  3.283576940E+001  2.222222220E-001  4.906013865E+001  2.230225795E-001 
 1.111900000E-002  3.267053190E+001  2.222222220E-001  4.885772510E+001  2.230865241E-001 
 1.112000000E-002  3.250598254E+001  2.222222220E-001  4.865235563E+001  2.231543891E-001 
 1.112100000E-002  3.310152073E+001  2.222222220E-001  4.851527220E+001  2.232261317E-001 
 1.112200000E-002  3.369730183E+001  2.222222220E-001  4.846433876E+001  2.232842787E-001 
 1.112300000E-002  3.429309346E+001  2.222222220E-001  4.847327641E+001  2.233233742E-001 
 1.112400000E-002  3.488872819E+001  2.222222220E-001  4.855730410E+001  2.233485395E-001 
 1.112500000E-002  3.548396395E+001  2.222222220E-001  4.870969050E+001  2.233551002E-001 
 1.112600000E-002  3.607858042E+001  2.222222220E-001  4.892427507E+001  2.233435426E-001 
 1.112700000E-002  3.667237721E+001  2.222222220E-001  4.919541982E+001  2.233143177E-001 
 1.112800000E-002  3.726517213E+001  2.222222220E-001  4.951796515E+001  2.232678438E-001 
 1.112900000E-002  3.780255861E+001  2.222222220E-001  4.989804437E+001  2.232045091E-001 
 1.113000000E-002  3.763327447E+001  2.222222220E-001  5.024006338E+001  2.231220055E-001 
 1.113100000E-002  3.746320132E+001  2.222222220E-001  5.054327275E+001  2.230429450E-001 
 1.113200000E-002  3.729218713E+001  2.222222220E-001  5.079771903E+001  2.229681044E-001 
 1.113300000E-002  3.712038933E+001  2.222222220E-001  5.100764068E+001  2.229005355E-001 
 1.113400000E-002  3.694795164E+001  2.222222220E-001  5.117691738E+001  2.228399551E-001 
 1.113500000E-002  3.677500524E+001  2.222222220E-001  5.130910035E+001  2.227861021E-001 
 1.113600000E-002  3.660166984E+001  2.222222220E-001  5.140744013E+001  2.227387359E-001 
 1.113700000E-002  3.642805464E+001  2.222222220E-001  5.147491200E+001  2.226976346E-001 
 1.113800000E-002  3.625425922E+001  2.222222220E-001  5.151423921E+001  2.226625933E-001 
 1.113900000E-002  3.608037437E+001  2.222222220E-001  5.152791429E+001  2.226334229E-001 
 1.114000000E-002  3.590648280E+001  2.222222220E-001  5.151821857E+001  2.226099486E-001 
 1.114100000E-002  3.573265988E+001  2.222222220E-001  5.148724002E+001  2.225920085E-001 
 1.114200000E-002  3.555897421E+001  2.222222220E-001  5.143688959E+001  2.225794530E-001 
 1.114300000E-002  3.538548822E+001  2.222222220E-001  5.136891615E+001  2.225721435E-001 
 1.114400000E-002  3.521225868E+001  2.222222220E-001  5.128492025E+001  2.225699515E-001 
 1.114500000E-002  3.503933719E+001  2.222222220E-001  5.118636659E+001  2.225727577E-001 
 1.114600000E-002  3.486677064E+001  2.222222220E-001  5.107459555E+001  2.225804513E-001 
 1.114700000E-002  3.469460155E+001  2.222222220E-001  5.095083367E+001  2.225929293E-001 
 1.114800000E-002  3.452286851E+001  2.222222220E-001  5.081620329E+001  2.226100958E-001 
 1.114900000E-002  3.435160646E+001  2.222222220E-001  5.067173134E+001  2.226318615E-001 
 1.115000000E-002  3.418084703E+001  2.222222220E-001  5.051835744E+001  2.226581430E-001 
 1.115100000E-002  3.401061881E+001  2.222222220E-001  5.035694123E+001  2.226888624E-001 
 1.115200000E-002  3.384094762E+001  2.222222220E-001  5.018826918E+001  2.227239470E-001 
 1.115300000E-002  3.367185674E+001  2.222222220E-001  5.001306074E+001  2.227633284E-001 
 1.115400000E-002  3.350336711E+001  2.222222220E-001  4.983197405E+001  2.228069428E-001 
 1.115500000E-002  3.333549756E+001  2.222222220E-001  4.964561106E+001  2.228547301E-001 
 1.115600000E-002  3.316826496E+001  2.222222220E-001  4.945452234E+001  2.229066336E-001 
 1.115700000E-002  3.300168442E+001  2.222222220E-001  4.925921139E+001  2.229626002E-001 
 1.115800000E-002  3.283576940E+001  2.222222220E-001  4.906013865E+001  2.230225795E-001 
 1.115900000E-002  3.267053190E+001  2.222222220E-001  4.885772510E+001  2.230865241E-001 
 1.116000000E-002  3.250598254E+001  2.222222220E-001  4.865235563E+001  2.231543891E-001 
 1.116100000E-002  3.310152073E+001  2.222222220E-001  4.851527220E+001  2.232261317E-001 
 1.116200000E-002  3.369730183E+001  2.222222220E-001  4.846433876E+001  2.232842787E-001 
 1.116300000E-002  3.429309346E+001  2.222222220E-001  4.847327641E+001  2.233233742E-001 
 1.116400000E-002  3.488872819E+001  2.222222220E-001  4.855730410E+001  2.233485395E-001 
 1.116500000E-002  3.548396395E+001  2.222222220E-001  4.870969050E+001  2.233551002E-001 
 1.116600000E-002  3.607858042E+001  2.222222220E-001  4.892427507E+001  2.233435426E-001 
 1.116700000E-002  3.667237721E+001  2.222222220E-001  4.919541982E+001  2.233143177E-001 
 1.116800000E-002  3.726517213E+001  2.222222220E-001  4.951796515E+001  2.232678438E-001 
 1.116900000E-002  3.780255861E+001  2.222222220E-001  4.989804437E+001  2.232045091E-001 
 1.117000000E-002  3.763327447E+001  2.222222220E-001  5.024006338E+001  2.231220055E-001 
 1.117100000E-002  3.746320132E+001  2.222222220E-001  5.054327275E+001  2.230429450E-001 
 1.117200000E-002  3.729218713E+001  2.222222220E-001  5.079771903E+001  2.229681044E-001 
 1.117300000E-002  3.712038933E+001  2.222222220E-001  5.100764068E+001  2.229005355E-001 
 1.117400000E-002  3.694795164E+001  2.222222220E-001  5.117691738E+001  2.228399551E-001 
 1.117500000E-002  3.677500524E+001  2.222222220E-001  5.130910035E+001  2.227861021E-001 
 1.117600000E-002  3.660166984E+001  2.222222220E-001  5.140744013E+001  2.227387359E-001 
 1.117700000E-002  3.642805464E+001  2.222222220E-001  5.147491200E+001  2.226976346E-001 
 1.117800000E-002  3.625425922E+001  2.222222220E-001  5.151423921E+001  2.226625933E-001 
 1.117900000E-002  3.608037437E+001  2.222222220E-001  5.152791429E+001  2.226334229E-001 
 1.118000000E-002  3.590648280E+001  2.222222220E-001  5.151821857E+001  2.226099485E-001 
 1.118100000E-002  3.573265988E+001  2.222222220E-001  5.148724002E+001  2.225920084E-001 
 1.118200000E-002  3.555897421E+001  2.222222220E-001  5.143688959E+001  2.225794530E-001 
 1.118300000E-002  3.538548822E+001  2.222222220E-001  5.136891615E+001  2.225721435E-001 
 1.118400000E-002  3.521225868E+001  2.222222220E-001  5.128492025E+001  2.225699515E-001 
 1.118500000E-002  3.503933719E+001  2.222222220E-001  5.118636659E+001  2.225727577E-001 
 1.118600000E-002  3.486677064E+001  2.222222220E-001  5.107459555E+001  2.225804513E-001 
 1.118700000E-002  3.469460155E+001  2.222222220E-001  5.095083367E+001  2.225929293E-001 
 1.118800000E-002  3.452286851E+001  2.222222220E-001  5.081620329E+001  2.226100958E-001 
 1.118900000E-002  3.435160646E+001  2.222222220E-001  5.067173134E+001  2.226318615E-001 
 1.119000000E-002  3.418084703E+001  2.222222220E-001  5.051835744E+001  2.226581430E-001 
 1.119100000E-002  3.401061881E+001  2.222222220E-001  5.035694123E+001  2.226888624E-001 
 1.119200000E-002  3.384094762E+001  2.222222220E-001  5.018826918E+001  2.227239470E-001 
 1.119300000E-002  3.367185674E+001  2.222222220E-001  5.001306074E+001  2.227633284E-001 
 1.119400000E-002  3.350336711E+001  2.222222220E-001  4.983197405E+001  2.228069428E-001 
 1.119500000E-002  3.333549756E+001  2.222222220E-001  4.964561106E+001  2.228547301E-001 
 1.119600000E-002  3.316826496E+001  2.222222220E-001  4.945452234E+001  2.229066336E-001 
 1.119700000E-002  3.300168442E+001  2.222222220E-001  4.925921139E+001  2.229626002E-001 
 1.119800000E-002  3.283576940E+001  2.222222220E-001  4.906013865E+001  2.230225795E-001 
 1.119900000E-002  3.267053190E+001  2.222222220E-001  4.885772510E+001  2.230865241E-001 
 1.120000000E-002  3.250598254E+001  2.222222220E-001  4.865235563E+001  2.231543891E-001 
 1.120100000E-002  3.310152073E+001  2.222222220E-001  4.851527220E+001  2.232261317E-001 
 1.120200000E-002  3.369730183E+001  2.222222220E-001  4.846433876E+001  2.232842787E-001 
 1.120300000E-002  3.429309346E+001  2.222222220E-001  4.847327641E+001  2.233233742E-001 
 1.120400000E-002  3.488872819E+001  2.222222220E-001  4.855730410E+001  2.233485395E-001 
 1.120500000E-002  3.548396395E+001  2.222222220E-001  4.870969050E+001  2.233551002E-001 
 1.120600000E-002  3.607858042E+001  2.222222220E-001  4.892427507E+001  2.233435426E-001 
 1.120700000E-002  3.667237721E+001  2.222222220E-001  4.919541982E+001  2.233143177E-001 
 1.120800000E-002  3.726517213E+001  2.222222220E-001  4.951796515E+001  2.232678438E-001 
 1.120900000E-002  3.780255861E+001  2.222222220E-001  4.989804437E+001  2.232045091E-001 
 1.121000000E-002  3.763327447E+001  2.222222220E-001  5.024006338E+001  2.231220055E-001 
 1.121100000E-002  3.746320132E+001  2.222222220E-001  5.054327275E+001  2.230429450E-001 
 1.121200000E-002  3.729218713E+001  2.222222220E-001  5.079771903E+001  2.229681044E-001 
 1.121300000E-002  3.712038933E+001  2.222222220E-001  5.100764068E+001  2.229005355E-001 
 1.121400000E-002  3.694795164E+001  2.222222220E-001  5.117691738E+001  2.228399551E-001 
 1.121500000E-002  3.677500524E+001  2.222222220E-001  5.130910035E+001  2.227861021E-001 
 1.121600000E-002  3.660166984E+001  2.222222220E-001  5.140744013E+001  2.227387359E-001 
 1.121700000E-002  3.642805464E+001  2.222222220E-001  5.147491200E+001  2.226976346E-001 
 1.121800000E-002  3.625425922E+001  2.222222220E-001  5.151423921E+001  2.226625933E-001 
 1.121900000E-002  3.608037437E+001  2.222222220E-001  5.152791429E+001  2.226334229E-001 
 1.122000000E-002  3.590648280E+001  2.222222220E-001  5.151821857E+001  2.226099485E-001 
 1.122100000E-002  3.573265988E+001  2.222222220E-001  5.148724002E+001  2.225920084E-001 
 1.122200000E-002  3.555897421E+001  2.222222220E-001  5.143688959E+001  2.225794530E-001 
 1.122300000E-002  3.538548822E+001  2.222222220E-001  5.136891615E+001  2.225721435E-001 
 1.122400000E-002  3.521225868E+001  2.222222220E-001  5.128492025E+001  2.225699515E-001 
 1.122500000E-002  3.503933719E+001  2.222222220E-001  5.118636659E+001  2.225727577E-001 
 1.122600000E-002  3.486677064E+001  2.222222220E-001  5.107459555E+001  2.225804513E-001 
 1.122700000E-002  3.469460155E+001  2.222222220E-001  5.095083367E+001  2.225929293E-001 
 1.122800000E-002  3.452286851E+001  2.222222220E-001  5.081620329E+001  2.226100958E-001 
 1.122900000E-002  3.435160646E+001  2.222222220E-001  5.067173134E+001  2.226318615E-001 
 1.123000000E-002  3.418084703E+001  2.222222220E-001  5.051835744E+001  2.226581430E-001 
 1.123100000E-002  3.401061881E+001  2.222222220E-001  5.035694123E+001  2.226888624E-001 
 1.123200000E-002  3.384094762E+001  2.222222220E-001  5.018826918E+001  2.227239470E-001 
 1.123300000E-002  3.367185674E+001  2.222222220E-001  5.001306074E+001  2.227633284E-001 
 1.123400000E-002  3.350336711E+001  2.222222220E-001  4.983197405E+001  2.228069428E-001 
 1.123500000E-002  3.333549756E+001  2.222222220E-001  4.964561106E+001  2.228547301E-001 
 1.123600000E-002  3.316826496E+001  2.222222220E-001  4.945452234E+001  2.229066336E-001 
 1.123700000E-002  3.300168442E+001  2.222222220E-001  4.925921139E+001  2.229626001E-001 
 1.123800000E-002  3.283576940E+001  2.222222220E-001  4.906013865E+001  2.230225795E-001 
 1.123900000E-002  3.267053190E+001  2.222222220E-001  4.885772510E+001  2.230865241E-001 
 1.124000000E-002  3.250598254E+001  2.222222220E-001  4.865235563E+001  2.231543891E-001 
 1.124100000E-002  3.310152073E+001  2.222222220E-001  4.851527220E+001  2.232261317E-001 
 1.124200000E-002  3.369730183E+001  2.222222220E-001  4.846433876E+001  2.232842787E-001 
 1.124300000E-002  3.429309346E+001  2.222222220E-001  4.847327641E+001  2.233233742E-001 
 1.124400000E-002  3.488872819E+001  2.222222220E-001  4.855730410E+001  2.233485395E-001 
 1.124500000E-002  3.548396395E+001  2.222222220E-001  4.870969050E+001  2.233551002E-001 
 1.124600000E-002  3.607858042E+001  2.222222220E-001  4.892427507E+001  2.233435426E-001 
 1.124700000E-002  3.667237721E+001  2.222222220E-001  4.919541982E+001  2.233143177E-001 
 1.124800000E-002  3.726517213E+001  2.222222220E-001  4.951796515E+001  2.232678438E-001 
 1.124900000E-002  3.780255861E+001  2.222222220E-001  4.989804437E+001  2.232045091E-001 
 1.125000000E-002  3.763327447E+001  2.222222220E-001  5.024006338E+001  2.231220055E-001 
 1.125100000E-002  3.746320132E+001  2.222222220E-001  5.054327275E+001  2.230429450E-001 
 1.125200000E-002  3.729218713E+001  2.222222220E-001  5.079771903E+001  2.229681044E-001 
 1.125300000E-002  3.712038933E+001  2.222222220E-001  5.100764068E+001  2.229005355E-001 
 1.125400000E-002  3.694795164E+001  2.222222220E-001  5.117691738E+001  2.228399551E-001 
 1.125500000E-002  3.677500524E+001  2.222222220E-001  5.130910035E+001  2.227861021E-001 
 1.125600000E-002  3.660166984E+001  2.222222220E-001  5.140744013E+001  2.227387359E-001 
 1.125700000E-002  3.642805464E+001  2.222222220E-001  5.147491200E+001  2.226976346E-001 
 1.125800000E-002  3.625425922E+001  2.222222220E-001  5.151423921E+001  2.226625933E-001 
